biome,N,ncom,alt_stat,frt,srichness,isimpson
med,10,82,55,50.89006125495175,2,1.2371549694439243
med,10,82,79,20.33793378995292,3,1.9943030304229
med,10,83,68,19.59331120868672,2,1.9551623425359297
med,10,84,53,323.4341023470827,1,1.0
med,10,85,57,18.013235518148253,2,1.74974744285666
med,10,86,217,21.132636714951914,4,2.1738795327387916
med,10,87,72,15.212136652188589,3,2.8472045255737926
med,10,87,91,15.433268266746522,4,3.5617221460435897
med,10,87,121,14.128891342830748,5,3.6854753827083084
med,10,88,85,35.158392269064315,4,2.0425358197932777
med,10,89,61,14.932863304610743,2,1.0242248025229603
med,10,90,105,129.23359769288808,3,2.520143126771712
med,10,90,158,142.65353209282318,4,2.974444783424533
med,10,91,53,47.05305763491151,1,1.0
med,10,92,133,43.687493608375746,4,2.4713053336164164
med,10,93,204,24.263910642359836,5,3.8545865580458334
med,10,94,53,347.56953505635903,1,1.0
med,10,95,234,17.836528377759656,5,2.15538853933784
med,10,96,54,55.54874682187864,2,1.8762781649805809
med,10,97,69,49.814760163424246,3,1.9188787326766787
med,10,98,53,191.2554218052496,1,1.0
med,10,99,166,115.13894635661836,2,1.1135370000202902
med,10,100,105,23.062772704210435,3,2.0468475841365943
med,10,100,107,23.483139893216617,4,2.153938256961533
med,10,101,68,14.812892854998548,2,1.293791375909998
med,10,101,137,14.399202074142714,3,1.2805430355365597
med,10,102,124,23.928204298816173,2,1.9730534193010698
med,10,103,143,12.729981660308011,3,1.0207395616086812
med,10,104,143,72.36971658527986,3,1.6531218497473261
med,10,105,53,27.435606720521857,1,1.0
med,10,106,53,15.001197403434684,1,1.0
med,10,106,124,13.684090823793372,2,1.0112732863926015
med,10,107,124,54.25672411254516,2,1.020440744563058
med,10,107,126,54.76515617447071,3,1.097699804346749
med,10,107,127,48.96896136842628,4,1.0772711723246597
med,10,108,70,46.59306027187233,3,1.9556561819504699
med,10,108,107,31.871025458411324,4,3.0660381463190856
med,10,109,173,38.016927659986536,3,1.7292874641761133
med,10,109,183,38.046573226615955,4,1.7323242022987762
med,10,110,53,200.3072298704877,1,1.0
med,10,111,124,252.27142324987543,2,1.9301762120958699
med,10,112,228,89.51074673378561,4,3.4043259475135796
med,10,112,229,93.30931780041215,5,3.421136557784649
med,10,113,53,76.16260397989366,1,1.0
med,10,114,124,26.748983787777544,2,1.0219132934000759
med,10,115,54,97.88690132361808,2,1.2264966595034932
med,10,116,161,44.26155040327914,5,2.5114713218461158
med,10,117,72,67.45326215472762,3,1.4954909473972364
med,10,118,186,50.4557894027996,3,1.9366460072654048
med,10,119,93,186.896935424551,2,1.834766665757003
med,10,120,53,33.70751466498376,1,1.0
med,10,121,21,5.014512856721646,1,1.0
med,10,121,166,5.109886037928028,2,1.0036029964912552
med,10,122,29,12.569474623027155,2,1.2178260516672155
med,10,123,212,71.05345996850788,3,1.4517368350202633
med,10,124,53,39.080367395759275,1,1.0
med,10,125,184,51.89291709680791,5,2.9305177193083365
med,10,125,185,37.24299187013777,6,3.343079529028172
med,10,126,28,15.712561385369924,3,1.4296267791290989
med,10,126,174,15.353267218283271,4,1.444059252497629
med,10,127,33,36.62470939328812,2,1.339352635009746
med,10,127,197,33.56301891715667,3,1.3176875686748009
med,10,128,53,10.747034997110811,1,1.0
med,10,129,53,7.073573665803726,1,1.0
med,10,130,53,17.946579240692092,1,1.0
med,10,131,53,297.78189319349036,1,1.0
med,10,132,53,20.819694974870423,1,1.0
med,10,133,173,77.93549351496674,3,1.923757794767021
med,10,133,174,78.94242226571126,4,1.9122041685455748
med,10,134,53,35.47312710990735,1,1.0
med,10,134,54,31.435165597370272,2,1.13963961243694
med,10,135,144,139.24270623953745,4,2.6830152602821746
med,10,136,124,106.37120381078199,2,1.1663178900986577
med,10,137,53,296.7655889119878,1,1.0
med,10,138,53,72.47806289423686,1,1.0
med,10,139,166,13.3402826908948,2,1.080078273417843
med,10,139,168,12.982543557978497,3,1.211941601372733
med,10,139,212,13.600434164232803,3,1.1286786877539927
med,10,140,104,56.11333269174478,4,2.096224698653937
med,10,141,53,13.509035301327415,1,1.0
med,10,142,53,12.875484704250548,1,1.0
med,10,143,53,122.6958537584588,1,1.0
med,10,144,178,35.30317122517366,3,1.5814789479881934
med,10,145,53,289.23472839209177,1,1.0
med,10,146,92,80.41994985032653,4,2.6591735191020414
med,10,147,54,40.31486803813241,2,1.623193351532911
med,10,148,134,26.106012977650483,5,2.031255971955199
med,10,148,157,28.725329618322164,6,1.9040613122295211
med,10,149,54,147.94299458367874,2,1.9202424156086946
med,10,149,94,47.832659817342645,3,2.185537408844489
med,10,150,95,16.425587673890774,3,1.0400361888121334
med,10,150,199,23.43583818180895,4,1.7417942399067572
med,10,151,53,117.5127218539781,1,1.0
med,10,152,53,38.88634552424376,1,1.0
med,10,153,93,97.20886381951796,2,1.0172161166606661
med,10,153,197,83.8790602222652,3,1.0423488220583927
med,10,154,57,93.77502039764404,2,1.9677554257776795
med,10,154,65,73.14473062948946,3,2.366571391320603
med,10,154,135,60.836173082174476,4,3.145236262783031
med,10,155,53,19.264037220845772,1,1.0
med,10,156,53,303.9651386515067,1,1.0
med,10,157,55,79.98415244152791,2,1.283981815782882
med,10,158,126,59.98967135003618,3,2.9854011938789347
med,10,158,214,51.8457397739192,4,2.7702520055908577
med,10,159,21,5.216445145450231,1,1.0
med,10,159,166,5.115433793992143,2,1.0041625309903497
med,10,160,53,319.34435175217004,1,1.0
med,10,160,54,249.69760535683938,2,1.0095894709859843
med,10,161,53,72.0232313786611,1,1.0
med,10,162,53,361.5774387538069,1,1.0
med,10,163,53,330.83107652709396,1,1.0
med,10,164,16,24.93021782511965,3,2.8000549423254637
med,10,165,169,15.573524516708884,4,2.992170791717862
med,10,165,175,14.427604788800846,5,3.3607450270424244
med,10,166,5,7.069546887416471,1,1.0
med,10,166,93,7.071637317565527,2,1.0053679659658825
med,10,167,53,503.4680301415943,1,1.0
med,10,168,53,64.38970092928494,1,1.0
med,10,169,53,38.84747582393408,1,1.0
med,10,170,167,169.66953235712035,3,1.0556064060512744
med,10,170,170,120.64013210310546,3,1.1879242320710826
med,10,170,171,99.90434634709943,4,1.2056543705531622
med,10,171,203,19.01091348987507,4,3.0712429349960435
med,10,172,178,64.71409161545768,3,1.99170604759902
med,10,173,166,13.978935299885906,2,1.0108362396939876
med,10,174,77,53.792464403463136,2,1.1160098141545998
med,10,175,84,24.693468803446873,3,2.1750233109371377
med,10,176,33,39.61848872215759,2,1.0266720573436645
med,10,176,197,35.747007151884794,3,1.0262270522852814
med,10,177,61,17.58972749255111,2,1.132196409354357
med,10,178,53,205.40638791574784,1,1.0
med,10,179,20,48.24799135093199,3,1.9670873444105659
med,10,179,158,46.90802355535979,4,1.6006758287257659
med,10,180,53,60.640321224443035,1,1.0
med,10,181,166,63.84625703938493,2,1.9758330616849007
med,10,182,124,72.38032231496696,2,1.916409826666591
med,10,183,166,149.74019193053246,2,1.0158893556056634
med,10,184,166,30.29534338577992,2,1.0297242123747896
med,10,185,4,20.75049086758044,2,1.5187116049803402
med,10,185,88,21.237661909323172,3,1.585508186476832
med,10,186,212,18.153964665244434,3,2.0201156718961393
med,10,187,53,49.799667882903144,1,1.0
med,10,188,53,23.090892895662886,1,1.0
med,10,189,186,46.35913348789571,3,1.6481337521200516
med,10,190,119,29.454765705297724,4,2.4522422920476954
med,10,190,163,26.27227427630806,5,2.3080415134230328
med,10,191,53,334.5333515406642,1,1.0
med,10,192,53,332.24762962969993,1,1.0
med,10,193,93,13.152254170361218,2,1.5644234156013528
med,10,193,95,13.210076621286724,3,1.5746065430619192
med,10,194,166,12.775663028848895,2,1.004893787539642
med,10,194,173,13.044852881565815,3,1.0183013644822079
med,10,195,166,109.36327426142155,2,1.1003934291219815
med,10,196,166,12.465282609946927,2,1.9889293078939987
med,10,197,53,258.70524625403397,1,1.0
med,10,198,57,27.29351505917013,2,1.5447708618477742
med,10,199,53,22.010911610996832,1,1.0
med,10,200,137,29.592430123395236,3,1.308283389060684
med,10,200,148,30.32211454736131,4,1.4633226374662776
med,10,200,163,30.221353258614368,5,1.5114320673703074
med,10,201,29,10.770367521211066,2,1.006670803355972
med,10,201,178,11.026121479890039,3,1.0130056635755524
med,10,202,53,128.84723109901702,1,1.0
med,10,203,100,66.88342838444376,3,2.053338552675928
med,10,204,166,22.02925654575814,2,1.0293609682029137
med,10,205,53,19.473415874945317,1,1.0
med,10,206,212,23.971245644983203,3,1.848620742096494
med,10,207,53,303.11041460138154,1,1.0
med,10,208,53,100.97558857918118,1,1.0
med,10,209,93,36.84149874291184,2,1.2723542277569684
med,10,209,151,35.30432477043187,3,1.3178004047004577
med,10,210,53,301.0758007859427,1,1.0
med,10,211,53,113.24539811233315,1,1.0
med,10,212,212,141.55968132456215,3,1.1133104995694587
med,10,213,197,237.5659893998073,3,2.1798858327961375
med,10,214,79,35.790175607660345,3,1.9003606731941662
med,10,215,55,15.079287755811114,2,1.523966879320149
med,10,216,53,176.62739120605252,1,1.0
med,10,217,197,149.91021812575124,3,2.6907756038828072
med,10,218,53,108.8191061668726,1,1.0
med,10,219,53,189.0569839108608,1,1.0
med,10,220,53,63.09527513418828,1,1.0
med,10,221,68,37.55963293174586,2,1.92070621503921
med,10,221,105,36.05916383823785,3,1.9924458826803348
med,10,222,53,62.70281185069779,1,1.0
med,10,223,80,29.507306148473656,3,2.569828676824827
med,10,224,166,150.59688974682015,2,1.0219556844607482
med,10,225,55,15.722040397840969,2,1.4589392623790696
med,10,226,53,145.85673053127846,1,1.0
med,10,227,53,294.2501358592378,1,1.0
med,10,228,53,42.57967226282035,1,1.0
med,10,229,53,232.7307291781119,1,1.0
med,10,230,68,11.740681487691388,2,1.0592469127110609
med,10,231,53,107.64885388346511,1,1.0
med,10,232,197,56.198207658721884,3,1.5040177835523119
med,10,233,53,31.733437158058255,1,1.0
med,10,234,61,18.02323082712209,2,1.2782154069326237
med,10,235,29,19.15154028574525,2,1.8616048190023606
med,10,235,178,18.689888833435365,3,1.9083727149392644
med,10,236,166,14.922683829027518,2,1.8794187367929
med,10,237,53,18.520578217450765,1,1.0
med,10,238,53,329.09452918599874,1,1.0
med,10,239,53,25.55715165534117,1,1.0
med,10,240,93,365.6364785601688,2,1.7699125226338412
med,10,240,97,309.612602738438,3,1.8062782406355762
med,10,241,53,230.9067806962547,1,1.0
med,10,242,53,28.76806264454983,1,1.0
med,10,243,93,11.68453139523724,2,1.7883448827581858
med,10,243,95,11.564783105022332,3,1.8217301479609798
med,10,244,53,10.0008836339821,1,1.0
med,10,245,78,19.21428789632304,3,2.4645200536446867
med,10,246,114,17.261268742291477,3,1.6986396228478517
med,10,246,210,15.697173628290626,4,1.7474519587134627
med,10,247,174,14.446799922786335,4,1.743563285806987
med,10,248,53,205.43160172035277,1,1.0
med,10,249,197,37.22439241194053,3,2.5059041208157637
med,10,249,201,39.969205479463376,4,2.644724112503135
med,10,250,124,140.6164383560468,2,1.008165887638431
med,10,250,212,141.44082110319243,3,1.0148291526376605
med,10,251,53,153.95066388575037,1,1.0
med,10,252,54,13.40720353899323,2,1.818775308919788
med,10,252,58,13.959379916349436,3,1.8308915178992244
med,10,252,98,12.859539613048486,4,1.797279842112079
med,10,253,53,12.207021095291472,1,1.0
med,10,254,53,21.292026757410213,1,1.0
med,10,255,53,10.185431931052069,1,1.0
med,10,256,61,9.641770858967682,2,1.9510440971729832
med,10,257,100,22.7240705768243,3,1.5641498233830062
med,10,257,110,19.775824657534425,4,1.4454115693141525
med,10,258,22,47.04385461437018,2,1.0056721506987287
med,10,258,167,43.30529239566748,3,1.011389618911362
med,10,259,74,58.36440123186878,3,2.280598479378803
med,10,260,53,171.41221879998272,1,1.0
med,10,261,53,26.675370079093415,1,1.0
med,10,262,114,51.50567599756395,3,2.1040817206696425
med,10,263,53,8.651054209919225,1,1.0
med,10,264,53,130.03489296528087,1,1.0
med,10,265,131,16.41042172815606,3,2.987704243395498
med,10,266,53,37.214584893193866,1,1.0
med,10,267,53,303.86379193989654,1,1.0
med,10,268,53,13.040012877446104,1,1.0
med,10,269,61,12.826829312227165,2,1.058573625315757
med,10,269,100,12.64969654933156,3,1.0708962489235412
med,10,270,54,27.60991373203429,2,1.9749706745154816
med,10,271,47,55.39621355020883,5,3.0706252553298765
med,10,271,226,55.605550784768376,6,3.2353422046416807
med,10,272,125,23.06449878375871,3,1.9660433851986427
med,10,272,129,24.806768246062745,4,1.8990761607134135
med,10,273,54,11.862993383830448,2,1.9631384110493855
med,10,274,68,11.791740317308191,2,1.9992087157537823
med,10,275,166,37.996907960496436,2,1.292386472226614
med,10,276,167,23.76065117047438,3,1.8578160712765397
med,10,277,131,21.178633242030084,3,2.921217761477458
med,10,277,135,19.25021021500198,4,2.974164359334677
med,10,278,53,140.1027534490921,1,1.0
med,10,279,126,40.41920675267476,3,1.1149160858784843
med,10,280,168,13.386838177202078,3,1.716547449227358
med,10,280,172,14.469782527595806,4,3.0419522417613685
med,10,281,53,166.40866363473626,1,1.0
med,10,282,53,52.572039069804156,1,1.0
med,10,283,53,22.806235397183954,1,1.0
med,10,284,53,92.74475563974335,1,1.0
med,10,285,53,24.112583131612165,1,1.0
med,10,286,166,29.647890755992705,2,1.0393838348476379
med,10,287,13,9.91472007415243,1,1.0
med,10,288,74,15.350874757759433,3,2.028007323513556
med,10,289,53,157.9652877165274,1,1.0
med,10,290,53,145.54717587376237,1,1.0
med,10,291,197,109.89518555802194,3,2.248631457231525
med,10,292,68,51.18877183174508,2,1.289853182578761
med,10,292,178,49.11212092142247,3,1.2801595864743007
med,10,293,53,180.61900473847138,1,1.0
med,10,294,53,69.91810545277191,1,1.0
med,10,295,25,17.857751970892764,3,1.895534143580655
med,10,295,171,17.53887938420316,4,1.9393144828730147
med,10,296,197,15.007348583073039,3,1.3681332796521006
med,10,297,53,71.22304862662618,1,1.0
med,10,298,166,49.742760348974706,2,1.0633701870686276
med,10,299,53,79.3376339707172,1,1.0
med,10,300,53,23.365506450245658,1,1.0
med,10,301,68,21.027942158537197,2,1.2157491670685305
med,10,302,53,77.44806027411113,1,1.0
med,10,303,53,128.9590846506849,1,1.0
med,10,304,53,8.412652414105919,1,1.0
med,10,305,61,13.979552100968768,2,1.2941962567003251
med,10,305,65,14.041987275316227,3,1.3658242196255344
med,10,306,53,18.800261903398013,1,1.0
med,10,307,53,104.13971916335016,1,1.0
med,10,308,53,35.06843744225678,1,1.0
med,10,308,124,36.188352580879865,2,1.0096079713166703
med,10,309,53,6.556638105146891,1,1.0
med,10,310,53,29.172801891491574,1,1.0
med,10,311,53,9.899794767835438,1,1.0
med,10,311,61,9.668088756346476,2,1.0344712264780762
med,10,312,53,107.29565985066121,1,1.0
med,10,313,8,11.731725512894815,2,1.5962298803860986
med,10,313,100,12.549497353871994,3,1.6426987219211815
med,10,314,77,49.990012779120796,2,1.957478590852686
med,10,315,53,5.474331292333459,1,1.0
med,10,316,128,13.652539645540058,3,1.1795450804291319
med,10,316,216,14.075035396197977,4,1.325125300636229
med,10,317,61,22.647242858696572,2,1.9803584066024567
med,10,318,126,9.457346332250294,3,2.3616033091296993
med,10,319,53,220.3794798741376,1,1.0
med,10,320,197,121.78097748454343,3,1.907156273522532
med,10,320,198,144.1623385150455,4,2.103966438244129
med,10,320,201,135.00986301365532,4,2.04984759376752
med,10,320,202,129.07278785638889,5,2.017732019291475
med,10,321,53,66.72371398557817,1,1.0
med,10,322,158,22.295367965959883,4,2.2244135074626485
med,10,323,77,43.281102489947905,2,1.3632227279559062
med,10,323,78,44.64296653544008,3,1.422147628696719
med,10,324,53,138.87432505722657,1,1.0
med,10,325,10,8.494595849131793,2,1.0346152036098846
med,10,325,114,8.53745164224475,3,1.0416991329004957
med,10,325,117,8.777705568206095,4,1.0462099008472936
med,10,326,199,101.01873878764333,4,1.7725777341068305
med,10,327,132,33.476014371821236,4,2.22269700873847
med,10,328,93,69.58528960207643,2,1.728038092160547
med,10,329,153,234.17709952569228,4,2.221430870237442
med,10,330,166,21.938730848811403,2,1.0288074707687873
med,10,331,168,29.641482666110853,3,1.5204025573349842
med,10,331,174,27.632469910727167,4,1.6934753242451157
med,10,332,53,165.05617981445238,1,1.0
med,10,333,173,69.79203722129743,3,1.0430609999951952
med,10,334,53,340.0806298659119,1,1.0
med,10,334,62,217.82369863015353,3,1.0562249054319517
med,10,334,166,323.3125114147016,2,1.0029502108059014
med,10,335,53,33.00765377106719,1,1.0
med,10,336,136,18.889969722948187,5,2.400484128948511
med,10,337,21,76.96416952055618,1,1.0
med,10,337,166,82.84814289922684,2,1.0136107036249287
med,10,338,53,13.266419498437793,1,1.0
med,10,339,167,63.99462263770784,3,1.8883811629826948
med,10,339,169,61.47685688254942,4,2.0200735804892243
med,10,340,53,182.12621140905932,1,1.0
med,10,340,61,73.09447313727337,2,1.4793988040099608
med,10,341,53,102.7384963680888,1,1.0
med,10,342,53,243.04423515944245,1,1.0
med,10,343,186,25.571641013371476,3,1.8495394091968733
med,10,344,53,131.85336660387344,1,1.0
med,10,345,68,44.05153774622639,2,1.1149211975530733
med,10,345,137,43.77573039157624,3,1.1121613270139687
med,10,346,57,116.92986186766787,2,1.3623840998180552
med,10,347,53,174.49479668651736,1,1.0
med,10,348,68,22.089870361316752,2,1.4835109030095162
med,10,349,21,12.07254366419384,1,1.0
med,10,349,166,12.464179477369724,2,1.0065426353822604
med,10,350,166,40.61673849739187,2,1.3403554877333674
med,10,351,197,45.00657871569473,3,1.2121239119050722
med,10,352,166,12.551760848044983,2,1.0198566677004395
med,10,353,102,25.662971151088033,4,2.0802836892655625
med,10,353,112,27.203063002409955,5,2.1027607466924634
med,10,354,61,14.551759741745107,2,1.1070674970696417
med,10,355,53,127.52625383125128,1,1.0
med,10,356,186,33.03246436317121,3,1.4769986555998538
med,10,357,143,54.64616447073346,3,1.1987534703468725
med,10,358,105,30.81609637597732,3,1.2481124752140944
med,10,359,53,10.051498862263177,1,1.0
med,10,360,53,20.498453246629285,1,1.0
med,10,360,54,19.54819457201157,2,1.0454218185938895
med,10,361,53,11.388534888237068,1,1.0
med,10,362,61,28.3499251942095,2,1.406951802570397
med,10,363,166,56.933097382664464,2,1.0898348919658498
med,10,364,76,15.49873792764499,4,1.959224687033527
med,10,364,109,20.558281444584285,4,1.9847849841442946
med,10,364,208,26.082552796805828,5,2.4067692358488735
med,10,364,209,24.22916611251651,6,2.336129948752514
med,10,365,151,50.53346379649429,3,2.641735551683278
med,10,365,156,49.39375569005107,4,2.619067909525107
med,10,366,197,49.49233224077099,3,1.7495953818241934
med,10,367,46,85.51166745396479,5,2.166771915031322
med,10,367,179,188.00295047418925,4,1.291248480010444
med,10,367,182,217.972391791844,5,1.2338117609192207
med,10,367,220,69.09029680366245,5,2.483449518696854
med,10,367,221,104.26677037380912,6,1.904016147329275
med,10,368,166,85.64804452134013,2,1.0395490980261954
med,10,369,124,36.26941695207548,2,1.9870177824094921
med,10,370,53,182.04677852761338,1,1.0
med,10,371,168,92.42625935622253,3,1.4862167985130235
med,10,372,27,66.0964851062489,2,1.2973165527165886
med,10,373,53,72.32297547336562,1,1.0
med,10,374,53,50.7054497442463,1,1.0
med,10,375,53,15.381792444692577,1,1.0
med,10,376,63,24.975066075877965,3,2.5606966270683267
med,10,376,86,22.34421852558855,4,3.4160014682587354
med,10,377,55,8.043141526567608,2,1.0114697171743596
med,10,378,53,211.22772745033927,1,1.0
med,10,378,55,242.38865402398338,2,1.0053035103717303
med,10,379,53,266.9312669716017,1,1.0
med,10,380,63,36.04372154337171,3,2.095356331312428
med,10,381,212,74.27925367428708,3,2.0202895533233516
med,10,382,23,10.512098364721403,2,1.7821156590660943
med,10,382,168,10.39252837736389,3,1.8045932715575617
med,10,382,174,10.805972721599472,4,1.9067943424241074
med,10,383,53,132.463576439369,1,1.0
med,10,384,53,89.31491905357626,1,1.0
med,10,384,54,73.70513672870419,2,1.3167398512563158
med,10,385,53,50.118148519506015,1,1.0
med,10,386,54,29.05938719092279,2,1.226330324652381
med,10,386,56,28.51823422315996,3,1.2401443396000917
med,10,387,11,13.321263072645145,4,1.6820129271055275
med,10,387,12,13.14281903388493,5,1.6666812518930205
med,10,387,115,13.36809675664719,5,1.7286558974350972
med,10,387,116,12.306251506782644,6,1.799210378502504
med,10,388,54,41.19385201353439,2,1.7878178462729668
med,10,389,114,9.566761508415821,3,2.2662741002656523
med,10,390,13,15.983282715792583,1,1.0
med,10,391,53,217.638179114951,1,1.0
med,10,392,59,12.886005256446852,3,1.270372519286337
med,10,393,53,149.0426341588582,1,1.0
med,10,394,61,8.09995356463906,2,1.9890372505950003
med,10,395,70,48.35967548877546,3,2.1462684562653496
med,10,395,180,44.11384705710805,4,2.3469657528123653
med,10,396,61,13.206975525539159,2,1.4871402500200133
med,10,397,53,70.62935508347577,1,1.0
med,10,398,181,14.423969238831322,4,2.6304406085607415
med,10,398,190,21.436721735552428,4,2.8276842978339793
med,10,398,196,20.354243321534177,5,3.0804221165857
med,10,399,124,12.587865185714408,2,1.7726766388537671
med,10,400,53,95.7787538428529,1,1.0
med,10,400,54,84.37001301922281,2,1.1027687895343568
med,10,401,212,57.92712369056443,3,2.099260753699619
med,10,402,53,13.860698815513674,1,1.0
med,10,403,53,39.23329573520557,1,1.0
med,10,404,53,82.66378964649269,1,1.0
med,10,405,173,9.014134726928733,3,1.8728429198755328
med,10,406,53,33.73372503553744,1,1.0
med,10,407,53,238.0142195047487,1,1.0
med,10,408,93,8.643027542027875,2,1.1754352541993378
med,10,409,152,18.436242219110973,4,2.3224550811199065
med,10,409,154,17.027839410894735,5,2.2054904614339925
med,10,410,53,70.37153462259093,1,1.0
med,10,411,53,62.60668195848507,1,1.0
med,10,412,93,27.6349094706611,2,1.0149156956792253
med,10,413,53,34.12215541213334,1,1.0
